,agency_name,unit_appropriation_name,object_class_name,total_amount,bn_dol
1255,DEPARTMENT OF SOCIAL SERVICES,MEDICAL ASSISTANCE - OTPS,CONTRACTUAL SERVICES,108052196,0.108052196
1256,DEPARTMENT OF SOCIAL SERVICES,MEDICAL ASSISTANCE - OTPS,OTHER SERVICES AND CHARGES,26868471,0.026868471
1257,DEPARTMENT OF SOCIAL SERVICES,MEDICAL ASSISTANCE - OTPS,PROPERTY AND EQUIPMENT,140315,0.000140315
1258,DEPARTMENT OF SOCIAL SERVICES,MEDICAL ASSISTANCE - OTPS,SOCIAL SERVICES,6228349296,6.228349296
1259,DEPARTMENT OF SOCIAL SERVICES,MEDICAL ASSISTANCE - OTPS,SUPPLIES AND MATERIALS,1537015,0.001537015
1260,DEPARTMENT OF SOCIAL SERVICES,PUBLIC ASSISTANCE,ADDITIONAL GROSS PAY,21824218,0.021824218
1261,DEPARTMENT OF SOCIAL SERVICES,PUBLIC ASSISTANCE,FULL TIME SALARIED,326067194,0.326067194
1262,DEPARTMENT OF SOCIAL SERVICES,PUBLIC ASSISTANCE,UNSALARIED,18997,1.8997e-05
1263,DEPARTMENT OF SOCIAL SERVICES,PUBLIC ASSISTANCE - OTPS,CONTRACTUAL SERVICES,308921219,0.308921219
1264,DEPARTMENT OF SOCIAL SERVICES,PUBLIC ASSISTANCE - OTPS,FIXED & MISCELLANEOUS CHARGES,32820,3.282e-05
1265,DEPARTMENT OF SOCIAL SERVICES,PUBLIC ASSISTANCE - OTPS,OTHER SERVICES AND CHARGES,61357184,0.061357184
1266,DEPARTMENT OF SOCIAL SERVICES,PUBLIC ASSISTANCE - OTPS,PROPERTY AND EQUIPMENT,2867727,0.002867727
1267,DEPARTMENT OF SOCIAL SERVICES,PUBLIC ASSISTANCE - OTPS,SOCIAL SERVICES,3471080705,3.471080705
1268,DEPARTMENT OF SOCIAL SERVICES,PUBLIC ASSISTANCE - OTPS,SUPPLIES AND MATERIALS,4836473,0.004836473
1269,DEPARTMENT OF TRANSPORTATION,BUREAU OF BRIDGES,ADDITIONAL GROSS PAY,9294889,0.009294889
1270,DEPARTMENT OF TRANSPORTATION,BUREAU OF BRIDGES,FRINGE BENEFITS,6900897,0.006900897
1271,DEPARTMENT OF TRANSPORTATION,BUREAU OF BRIDGES,FULL TIME SALARIED,66922461,0.066922461
1272,DEPARTMENT OF TRANSPORTATION,BUREAU OF BRIDGES,UNSALARIED,180900,0.0001809
1273,DEPARTMENT OF TRANSPORTATION,BUREAU OF BRIDGES - OTPS,CONTRACTUAL SERVICES,28727530,0.02872753
1274,DEPARTMENT OF TRANSPORTATION,BUREAU OF BRIDGES - OTPS,FIXED & MISCELLANEOUS CHARGES,26100,2.61e-05
1275,DEPARTMENT OF TRANSPORTATION,BUREAU OF BRIDGES - OTPS,OTHER SERVICES AND CHARGES,1749275,0.001749275
1276,DEPARTMENT OF TRANSPORTATION,BUREAU OF BRIDGES - OTPS,PROPERTY AND EQUIPMENT,894380,0.00089438
1277,DEPARTMENT OF TRANSPORTATION,BUREAU OF BRIDGES - OTPS,SUPPLIES AND MATERIALS,4749075,0.004749075
1278,DEPARTMENT OF TRANSPORTATION,EXEC ADM & PLANN MGT.,ADDITIONAL GROSS PAY,4623977,0.004623977
1279,DEPARTMENT OF TRANSPORTATION,EXEC ADM & PLANN MGT.,FRINGE BENEFITS,283772,0.000283772
1280,DEPARTMENT OF TRANSPORTATION,EXEC ADM & PLANN MGT.,FULL TIME SALARIED,70302376,0.070302376
1281,DEPARTMENT OF TRANSPORTATION,EXEC ADM & PLANN MGT.,OTHER SALARIED,6681,6.681e-06
1282,DEPARTMENT OF TRANSPORTATION,EXEC ADM & PLANN MGT.,UNSALARIED,3010201,0.003010201
1283,DEPARTMENT OF TRANSPORTATION,HIGHWAY OPERATIONS,ADDITIONAL GROSS PAY,22850060,0.02285006
1284,DEPARTMENT OF TRANSPORTATION,HIGHWAY OPERATIONS,FRINGE BENEFITS,599882,0.000599882
1285,DEPARTMENT OF TRANSPORTATION,HIGHWAY OPERATIONS,FULL TIME SALARIED,189624186,0.189624186
1286,DEPARTMENT OF TRANSPORTATION,HIGHWAY OPERATIONS,OTHER SALARIED,28527,2.8527e-05
1287,DEPARTMENT OF TRANSPORTATION,HIGHWAY OPERATIONS,UNSALARIED,16497925,0.016497925
1288,DEPARTMENT OF TRANSPORTATION,OTPS-EXEC AND ADMINISTRATION,CONTRACTUAL SERVICES,17124848,0.017124848
1289,DEPARTMENT OF TRANSPORTATION,OTPS-EXEC AND ADMINISTRATION,FIXED & MISCELLANEOUS CHARGES,156100,0.0001561
1290,DEPARTMENT OF TRANSPORTATION,OTPS-EXEC AND ADMINISTRATION,OTHER SERVICES AND CHARGES,72183105,0.072183105
1291,DEPARTMENT OF TRANSPORTATION,OTPS-EXEC AND ADMINISTRATION,PROPERTY AND EQUIPMENT,4121037,0.004121037
1292,DEPARTMENT OF TRANSPORTATION,OTPS-EXEC AND ADMINISTRATION,SUPPLIES AND MATERIALS,8428250,0.00842825
1293,DEPARTMENT OF TRANSPORTATION,OTPS-HIGHWAY OPERATIONS,CONTRACTUAL SERVICES,22062833,0.022062833
1294,DEPARTMENT OF TRANSPORTATION,OTPS-HIGHWAY OPERATIONS,FIXED & MISCELLANEOUS CHARGES,10008,1.0008e-05
1295,DEPARTMENT OF TRANSPORTATION,OTPS-HIGHWAY OPERATIONS,OTHER SERVICES AND CHARGES,24937519,0.024937519
1296,DEPARTMENT OF TRANSPORTATION,OTPS-HIGHWAY OPERATIONS,PROPERTY AND EQUIPMENT,3375088,0.003375088
1297,DEPARTMENT OF TRANSPORTATION,OTPS-HIGHWAY OPERATIONS,SUPPLIES AND MATERIALS,98900367,0.098900367
1298,DEPARTMENT OF TRANSPORTATION,OTPS-TRAFFIC OPERATIONS,CONTRACTUAL SERVICES,338618193,0.338618193
1299,DEPARTMENT OF TRANSPORTATION,OTPS-TRAFFIC OPERATIONS,FIXED & MISCELLANEOUS CHARGES,121507,0.000121507
1300,DEPARTMENT OF TRANSPORTATION,OTPS-TRAFFIC OPERATIONS,OTHER SERVICES AND CHARGES,96776349,0.096776349
1301,DEPARTMENT OF TRANSPORTATION,OTPS-TRAFFIC OPERATIONS,PROPERTY AND EQUIPMENT,14656395,0.014656395
1302,DEPARTMENT OF TRANSPORTATION,OTPS-TRAFFIC OPERATIONS,SUPPLIES AND MATERIALS,30244031,0.030244031
1303,DEPARTMENT OF TRANSPORTATION,OTPS-TRANSIT OPERATIONS,CONTRACTUAL SERVICES,42664062,0.042664062
1304,DEPARTMENT OF TRANSPORTATION,OTPS-TRANSIT OPERATIONS,FIXED & MISCELLANEOUS CHARGES,28000,2.8e-05
1305,DEPARTMENT OF TRANSPORTATION,OTPS-TRANSIT OPERATIONS,OTHER SERVICES AND CHARGES,165467,0.000165467
1306,DEPARTMENT OF TRANSPORTATION,OTPS-TRANSIT OPERATIONS,PROPERTY AND EQUIPMENT,313700,0.0003137
1307,DEPARTMENT OF TRANSPORTATION,OTPS-TRANSIT OPERATIONS,SUPPLIES AND MATERIALS,5767360,0.00576736
1308,DEPARTMENT OF TRANSPORTATION,TRAFFIC OPERATIONS,ADDITIONAL GROSS PAY,14401728,0.014401728
1309,DEPARTMENT OF TRANSPORTATION,TRAFFIC OPERATIONS,FRINGE BENEFITS,977212,0.000977212
1310,DEPARTMENT OF TRANSPORTATION,TRAFFIC OPERATIONS,FULL TIME SALARIED,125521025,0.125521025
1311,DEPARTMENT OF TRANSPORTATION,TRAFFIC OPERATIONS,OTHER SALARIED,108073,0.000108073
1312,DEPARTMENT OF TRANSPORTATION,TRAFFIC OPERATIONS,UNSALARIED,1119087,0.001119087
1313,DEPARTMENT OF TRANSPORTATION,TRANSIT OPERATIONS,ADDITIONAL GROSS PAY,23293587,0.023293587
1314,DEPARTMENT OF TRANSPORTATION,TRANSIT OPERATIONS,FRINGE BENEFITS,496923,0.000496923
1315,DEPARTMENT OF TRANSPORTATION,TRANSIT OPERATIONS,FULL TIME SALARIED,71682097,0.071682097
1316,DEPARTMENT OF TRANSPORTATION,TRANSIT OPERATIONS,OTHER SALARIED,15535,1.5535e-05
1317,DEPARTMENT OF TRANSPORTATION,TRANSIT OPERATIONS,UNSALARIED,145649,0.000145649
1318,DEPARTMENT OF VETERANS SERVICES,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,1282844,0.001282844
1319,DEPARTMENT OF VETERANS SERVICES,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,21998,2.1998e-05
1320,DEPARTMENT OF VETERANS SERVICES,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,170288,0.000170288
1321,DEPARTMENT OF VETERANS SERVICES,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,2817,2.817e-06
1322,DEPARTMENT OF VETERANS SERVICES,OTHER THAN PERSONAL SERVICES,SOCIAL SERVICES,144000,0.000144
1323,DEPARTMENT OF VETERANS SERVICES,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,505218,0.000505218
1324,DEPARTMENT OF VETERANS SERVICES,PERSONAL SERVICES,FRINGE BENEFITS,107780,0.00010778
1325,DEPARTMENT OF VETERANS SERVICES,PERSONAL SERVICES,FULL TIME SALARIED,3916945,0.003916945
1326,DEPARTMENT OF VETERANS SERVICES,PERSONAL SERVICES,UNSALARIED,270,2.7e-07
1327,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,COMMUNITY DEVELOPMENT OTPS,CONTRACTUAL SERVICES,162154657,0.162154657
1328,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,COMMUNITY DEVELOPMENT OTPS,FIXED & MISCELLANEOUS CHARGES,2335,2.335e-06
1329,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,COMMUNITY DEVELOPMENT OTPS,OTHER SERVICES AND CHARGES,-50632751,-0.050632751
1330,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,COMMUNITY DEVELOPMENT OTPS,PROPERTY AND EQUIPMENT,0,0.0
1331,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,COMMUNITY DEVELOPMENT OTPS,SUPPLIES AND MATERIALS,29850,2.985e-05
1332,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,EXECUTIVE AND ADMINISTRATIVE MGMT PS,ADDITIONAL GROSS PAY,482714,0.000482714
1333,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,EXECUTIVE AND ADMINISTRATIVE MGMT PS,FULL TIME SALARIED,22071864,0.022071864
1334,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,EXECUTIVE AND ADMINISTRATIVE MGMT PS,OTHER SALARIED,15248,1.5248e-05
1335,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,EXECUTIVE AND ADMINISTRATIVE MGMT PS,UNSALARIED,77183,7.7183e-05
1336,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,OFFICE OF NEIGHBORHOOD SAFETY- OTPS,CONTRACTUAL SERVICES,184228148,0.184228148
1337,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,OFFICE OF NEIGHBORHOOD SAFETY- OTPS,FIXED & MISCELLANEOUS CHARGES,4040525,0.004040525
1338,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,OFFICE OF NEIGHBORHOOD SAFETY- OTPS,OTHER SERVICES AND CHARGES,5985781,0.005985781
1339,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,OFFICE OF NEIGHBORHOOD SAFETY- OTPS,PROPERTY AND EQUIPMENT,100000,0.0001
1340,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,OFFICE OF NEIGHBORHOOD SAFETY- PS,FULL TIME SALARIED,1835210,0.00183521
1341,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,714770872,0.714770872
1342,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,4511707,0.004511707
1343,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,-78623858,-0.078623858
1344,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,462159,0.000462159
1345,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,2158893,0.002158893
1346,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,PROGRAM SERVICES - PS,ADDITIONAL GROSS PAY,44482,4.4482e-05
1347,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,PROGRAM SERVICES - PS,AMOUNTS TO BE SCHEDULED,7592,7.592e-06
1348,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,PROGRAM SERVICES - PS,FULL TIME SALARIED,19412795,0.019412795
1349,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,PROGRAM SERVICES - PS,UNSALARIED,90389,9.0389e-05
1350,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,RUNAWAY AND HOMELESS YOUTH,CONTRACTUAL SERVICES,54095266,0.054095266
1351,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,RUNAWAY AND HOMELESS YOUTH,OTHER SERVICES AND CHARGES,0,0.0
1352,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,YOUTH WORKFORCE AND CAREER TRAINING - PS,ADDITIONAL GROSS PAY,13579,1.3579e-05
1353,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,YOUTH WORKFORCE AND CAREER TRAINING - PS,FULL TIME SALARIED,7518832,0.007518832
1354,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,YOUTH WORKFORCE AND CAREER TRAINING - PS,OTHER SALARIED,7765,7.765e-06
1355,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,YOUTH WORKFORCE AND CAREER TRAINING - PS,UNSALARIED,1107147,0.001107147
1356,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,YOUTH WORKFORCE AND CAREER TRAINING OTPS,CONTRACTUAL SERVICES,109571519,0.109571519
1357,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,YOUTH WORKFORCE AND CAREER TRAINING OTPS,FIXED & MISCELLANEOUS CHARGES,160057176,0.160057176
1358,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,YOUTH WORKFORCE AND CAREER TRAINING OTPS,OTHER SERVICES AND CHARGES,4690953,0.004690953
1359,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,YOUTH WORKFORCE AND CAREER TRAINING OTPS,PROPERTY AND EQUIPMENT,570505,0.000570505
1360,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,YOUTH WORKFORCE AND CAREER TRAINING OTPS,SUPPLIES AND MATERIALS,25409,2.5409e-05
1361,DISTRICT ATTORNEY BRONX COUNTY,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,5858619,0.005858619
1362,DISTRICT ATTORNEY BRONX COUNTY,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,2000,2e-06
1363,DISTRICT ATTORNEY BRONX COUNTY,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,6259322,0.006259322
1364,DISTRICT ATTORNEY BRONX COUNTY,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,1067983,0.001067983
1365,DISTRICT ATTORNEY BRONX COUNTY,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,964783,0.000964783
1366,DISTRICT ATTORNEY BRONX COUNTY,PERSONAL SERVICES,ADDITIONAL GROSS PAY,299304,0.000299304
1367,DISTRICT ATTORNEY BRONX COUNTY,PERSONAL SERVICES,FRINGE BENEFITS,37642,3.7642e-05
1368,DISTRICT ATTORNEY BRONX COUNTY,PERSONAL SERVICES,FULL TIME SALARIED,110365202,0.110365202
1369,DISTRICT ATTORNEY BRONX COUNTY,PERSONAL SERVICES,UNSALARIED,54358,5.4358e-05
1370,DISTRICT ATTORNEY KINGS COUNTY,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,4137472,0.004137472
1371,DISTRICT ATTORNEY KINGS COUNTY,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,30192625,0.030192625
1372,DISTRICT ATTORNEY KINGS COUNTY,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,4708298,0.004708298
1373,DISTRICT ATTORNEY KINGS COUNTY,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,3927653,0.003927653
1374,DISTRICT ATTORNEY KINGS COUNTY,PERSONAL SERVICES,ADDITIONAL GROSS PAY,1767003,0.001767003
1375,DISTRICT ATTORNEY KINGS COUNTY,PERSONAL SERVICES,FRINGE BENEFITS,32000,3.2e-05
1376,DISTRICT ATTORNEY KINGS COUNTY,PERSONAL SERVICES,FULL TIME SALARIED,121542064,0.121542064
1377,DISTRICT ATTORNEY KINGS COUNTY,PERSONAL SERVICES,OTHER SALARIED,1578653,0.001578653
1378,DISTRICT ATTORNEY KINGS COUNTY,PERSONAL SERVICES,UNSALARIED,406333,0.000406333
1379,DISTRICT ATTORNEY NEW YORK COUNTY,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,11489716,0.011489716
1380,DISTRICT ATTORNEY NEW YORK COUNTY,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,13544784,0.013544784
1381,DISTRICT ATTORNEY NEW YORK COUNTY,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,3590041,0.003590041
1382,DISTRICT ATTORNEY NEW YORK COUNTY,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,3135031,0.003135031
1383,DISTRICT ATTORNEY NEW YORK COUNTY,PERSONAL SERVICES,ADDITIONAL GROSS PAY,293285,0.000293285
1384,DISTRICT ATTORNEY NEW YORK COUNTY,PERSONAL SERVICES,FRINGE BENEFITS,163411,0.000163411
1385,DISTRICT ATTORNEY NEW YORK COUNTY,PERSONAL SERVICES,FULL TIME SALARIED,171279843,0.171279843
1386,DISTRICT ATTORNEY NEW YORK COUNTY,PERSONAL SERVICES,UNSALARIED,662148,0.000662148
1387,DISTRICT ATTORNEY QUEENS COUNTY,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,2738654,0.002738654
1388,DISTRICT ATTORNEY QUEENS COUNTY,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,9321620,0.00932162
1389,DISTRICT ATTORNEY QUEENS COUNTY,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,2295788,0.002295788
1390,DISTRICT ATTORNEY QUEENS COUNTY,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,2363667,0.002363667
1391,DISTRICT ATTORNEY QUEENS COUNTY,PERSONAL SERVICES,ADDITIONAL GROSS PAY,1169026,0.001169026
1392,DISTRICT ATTORNEY QUEENS COUNTY,PERSONAL SERVICES,FRINGE BENEFITS,45000,4.5e-05
1393,DISTRICT ATTORNEY QUEENS COUNTY,PERSONAL SERVICES,FULL TIME SALARIED,96032326,0.096032326
1394,DISTRICT ATTORNEY QUEENS COUNTY,PERSONAL SERVICES,OTHER SALARIED,5713,5.713e-06
1395,DISTRICT ATTORNEY QUEENS COUNTY,PERSONAL SERVICES,UNSALARIED,279939,0.000279939
1396,DISTRICT ATTORNEY RICHMOND COUNTY,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,623448,0.000623448
1397,DISTRICT ATTORNEY RICHMOND COUNTY,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,3326,3.326e-06
1398,DISTRICT ATTORNEY RICHMOND COUNTY,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,4497728,0.004497728
1399,DISTRICT ATTORNEY RICHMOND COUNTY,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,2751831,0.002751831
1400,DISTRICT ATTORNEY RICHMOND COUNTY,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,590860,0.00059086
1401,DISTRICT ATTORNEY RICHMOND COUNTY,PERSONAL SERVICES,ADDITIONAL GROSS PAY,134523,0.000134523
1402,DISTRICT ATTORNEY RICHMOND COUNTY,PERSONAL SERVICES,FRINGE BENEFITS,5477,5.477e-06
1403,DISTRICT ATTORNEY RICHMOND COUNTY,PERSONAL SERVICES,FULL TIME SALARIED,23816823,0.023816823
1404,DISTRICT ATTORNEY RICHMOND COUNTY,PERSONAL SERVICES,UNSALARIED,129539,0.000129539
1405,DISTRICTING COMMISSION,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,0,0.0
1406,DISTRICTING COMMISSION,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,0,0.0
1407,EQUAL EMPLOYMENT PRACTICES COMMISSION,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,18210,1.821e-05
1408,EQUAL EMPLOYMENT PRACTICES COMMISSION,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,3900,3.9e-06
1409,EQUAL EMPLOYMENT PRACTICES COMMISSION,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,31785,3.1785e-05
1410,EQUAL EMPLOYMENT PRACTICES COMMISSION,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,29084,2.9084e-05
1411,EQUAL EMPLOYMENT PRACTICES COMMISSION,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,3576,3.576e-06
1412,EQUAL EMPLOYMENT PRACTICES COMMISSION,PERSONAL SERVICES,AMOUNTS TO BE SCHEDULED,837,8.37e-07
1413,EQUAL EMPLOYMENT PRACTICES COMMISSION,PERSONAL SERVICES,FULL TIME SALARIED,1149320,0.00114932
1414,EQUAL EMPLOYMENT PRACTICES COMMISSION,PERSONAL SERVICES,UNSALARIED,22112,2.2112e-05
1415,FINANCIAL INFORMATION SERVICE AGENCY,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,38032303,0.038032303
1416,FINANCIAL INFORMATION SERVICE AGENCY,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,11479,1.1479e-05
1417,FINANCIAL INFORMATION SERVICE AGENCY,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,28939374,0.028939374
1418,FINANCIAL INFORMATION SERVICE AGENCY,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,105803,0.000105803
1419,FINANCIAL INFORMATION SERVICE AGENCY,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,1493267,0.001493267
1420,FINANCIAL INFORMATION SERVICE AGENCY,PERSONAL SERVICES,ADDITIONAL GROSS PAY,1589283,0.001589283
1421,FINANCIAL INFORMATION SERVICE AGENCY,PERSONAL SERVICES,FULL TIME SALARIED,53782081,0.053782081
1422,FINANCIAL INFORMATION SERVICE AGENCY,PERSONAL SERVICES,UNSALARIED,135648,0.000135648
1423,FIRE DEPARTMENT,EMERGENCY MEDICAL SERV-OTPS,CONTRACTUAL SERVICES,11689597,0.011689597
1424,FIRE DEPARTMENT,EMERGENCY MEDICAL SERV-OTPS,FIXED & MISCELLANEOUS CHARGES,1310,1.31e-06
1425,FIRE DEPARTMENT,EMERGENCY MEDICAL SERV-OTPS,OTHER SERVICES AND CHARGES,7700277,0.007700277
1426,FIRE DEPARTMENT,EMERGENCY MEDICAL SERV-OTPS,PROPERTY AND EQUIPMENT,3100300,0.0031003
1427,FIRE DEPARTMENT,EMERGENCY MEDICAL SERV-OTPS,SUPPLIES AND MATERIALS,20957774,0.020957774
1428,FIRE DEPARTMENT,EMERGENCY MEDICAL SERVICES-PS,ADDITIONAL GROSS PAY,111200435,0.111200435
1429,FIRE DEPARTMENT,EMERGENCY MEDICAL SERVICES-PS,FRINGE BENEFITS,3020564,0.003020564
1430,FIRE DEPARTMENT,EMERGENCY MEDICAL SERVICES-PS,FULL TIME SALARIED,276148056,0.276148056
1431,FIRE DEPARTMENT,EMERGENCY MEDICAL SERVICES-PS,UNSALARIED,833407,0.000833407
1432,FIRE DEPARTMENT,EXECUTIVE ADMIN-OTPS,CONTRACTUAL SERVICES,106900648,0.106900648
1433,FIRE DEPARTMENT,EXECUTIVE ADMIN-OTPS,FIXED & MISCELLANEOUS CHARGES,990146,0.000990146
1434,FIRE DEPARTMENT,EXECUTIVE ADMIN-OTPS,OTHER SERVICES AND CHARGES,95145834,0.095145834
1435,FIRE DEPARTMENT,EXECUTIVE ADMIN-OTPS,PROPERTY AND EQUIPMENT,12199274,0.012199274
1436,FIRE DEPARTMENT,EXECUTIVE ADMIN-OTPS,SUPPLIES AND MATERIALS,60306152,0.060306152
1437,FIRE DEPARTMENT,EXECUTIVE ADMINISTRATIVE,ADDITIONAL GROSS PAY,30164302,0.030164302
1438,FIRE DEPARTMENT,EXECUTIVE ADMINISTRATIVE,AMOUNTS TO BE SCHEDULED,6000,6e-06
1439,FIRE DEPARTMENT,EXECUTIVE ADMINISTRATIVE,FRINGE BENEFITS,4776749,0.004776749
1440,FIRE DEPARTMENT,EXECUTIVE ADMINISTRATIVE,FULL TIME SALARIED,105780584,0.105780584
1441,FIRE DEPARTMENT,EXECUTIVE ADMINISTRATIVE,MISCELLANEOUS EXPENSE,3812,3.812e-06
1442,FIRE DEPARTMENT,EXECUTIVE ADMINISTRATIVE,OTHER SALARIED,258995,0.000258995
1443,FIRE DEPARTMENT,EXECUTIVE ADMINISTRATIVE,UNSALARIED,3325964,0.003325964
1444,FIRE DEPARTMENT,FIRE EXTING & RESP-OTPS,CONTRACTUAL SERVICES,23137536,0.023137536
1445,FIRE DEPARTMENT,FIRE EXTING & RESP-OTPS,OTHER SERVICES AND CHARGES,1889847,0.001889847
1446,FIRE DEPARTMENT,FIRE EXTING & RESP-OTPS,PROPERTY AND EQUIPMENT,2615801,0.002615801
1447,FIRE DEPARTMENT,FIRE EXTING & RESP-OTPS,SUPPLIES AND MATERIALS,14445288,0.014445288
1448,FIRE DEPARTMENT,FIRE EXTING AND EMERG RESP,ADDITIONAL GROSS PAY,664383103,0.664383103
1449,FIRE DEPARTMENT,FIRE EXTING AND EMERG RESP,FRINGE BENEFITS,24443090,0.02444309
1450,FIRE DEPARTMENT,FIRE EXTING AND EMERG RESP,FULL TIME SALARIED,1105216557,1.105216557
1451,FIRE DEPARTMENT,FIRE EXTING AND EMERG RESP,UNSALARIED,92237,9.2237e-05
1452,FIRE DEPARTMENT,FIRE INVESTIGATION,ADDITIONAL GROSS PAY,7051176,0.007051176
1453,FIRE DEPARTMENT,FIRE INVESTIGATION,FRINGE BENEFITS,686544,0.000686544
1454,FIRE DEPARTMENT,FIRE INVESTIGATION,FULL TIME SALARIED,16712007,0.016712007
1455,FIRE DEPARTMENT,FIRE INVESTIGATION-OTPS,CONTRACTUAL SERVICES,59774,5.9774e-05
1456,FIRE DEPARTMENT,FIRE INVESTIGATION-OTPS,OTHER SERVICES AND CHARGES,0,0.0
1457,FIRE DEPARTMENT,FIRE INVESTIGATION-OTPS,PROPERTY AND EQUIPMENT,0,0.0
1458,FIRE DEPARTMENT,FIRE INVESTIGATION-OTPS,SUPPLIES AND MATERIALS,218073,0.000218073
